timestamp_iso,rxpci_mb_s,txpci_mb_s
2026-08-24T13:59:09+00:00,0,0
2026-08-24T13:59:14+00:00,0,0
2026-08-24T13:59:19+00:00,0,0
2026-08-24T13:59:24+00:00,0,0
2026-08-24T13:59:29+00:00,0,0
2026-08-24T13:59:34+00:00,0,0
2026-08-24T13:59:39+00:00,0,0
2026-08-24T13:59:45+00:00,0,0
2026-08-24T13:59:50+00:00,0,1
2026-08-24T13:59:55+00:00,0,0
2026-08-24T14:00:00+00:00,0,0
2026-08-24T14:00:05+00:00,0,0
2026-08-24T14:00:10+00:00,0,0
2026-08-24T14:00:15+00:00,0,0
2026-08-24T14:00:20+00:00,0,0
2026-08-24T14:00:25+00:00,0,0
2026-08-24T14:00:30+00:00,0,0
2026-08-24T14:00:35+00:00,0,0
2026-08-24T14:00:41+00:00,0,0
2026-08-24T14:00:46+00:00,0,1
2026-08-24T14:00:51+00:00,0,0
2026-08-24T14:00:56+00:00,0,0
2026-08-24T14:01:01+00:00,0,0
2026-08-24T14:01:06+00:00,0,0
2026-08-24T14:01:11+00:00,0,0
2026-08-24T14:01:16+00:00,0,0
2026-08-24T14:01:21+00:00,0,0
2026-08-24T14:01:26+00:00,0,0
2026-08-24T14:01:31+00:00,0,0
2026-08-24T14:01:37+00:00,0,0
2026-08-24T14:01:42+00:00,0,1
2026-08-24T14:01:47+00:00,0,0
2026-08-24T14:01:52+00:00,0,0
2026-08-24T14:01:57+00:00,0,0
2026-08-24T14:02:02+00:00,0,0
2026-08-24T14:02:07+00:00,0,0
2026-08-24T14:02:12+00:00,0,0
2026-08-24T14:02:17+00:00,0,0
2026-08-24T14:02:22+00:00,0,0
2026-08-24T14:02:28+00:00,0,0
2026-08-24T14:02:33+00:00,0,0
2026-08-24T14:02:38+00:00,0,1
2026-08-24T14:02:43+00:00,0,0
2026-08-24T14:02:48+00:00,0,0
2026-08-24T14:02:53+00:00,0,0
2026-08-24T14:02:58+00:00,0,0
2026-08-24T14:03:03+00:00,0,0
2026-08-24T14:03:08+00:00,0,0
2026-08-24T14:03:13+00:00,0,0
2026-08-24T14:03:18+00:00,0,0
2026-08-24T14:03:24+00:00,0,0
2026-08-24T14:03:29+00:00,0,0
2026-08-24T14:03:34+00:00,0,1
2026-08-24T14:03:39+00:00,0,0
2026-08-24T14:03:44+00:00,0,0
2026-08-24T14:03:49+00:00,0,0
2026-08-24T14:03:54+00:00,0,0
2026-08-24T14:03:59+00:00,0,0
2026-08-24T14:04:04+00:00,0,0
2026-08-24T14:04:09+00:00,0,0
2026-08-24T14:04:14+00:00,0,0
2026-08-24T14:04:20+00:00,0,0
2026-08-24T14:04:25+00:00,0,0
2026-08-24T14:04:30+00:00,0,1
2026-08-24T14:04:35+00:00,0,0
2026-08-24T14:04:40+00:00,0,0
2026-08-24T14:04:45+00:00,0,0
2026-08-24T14:04:50+00:00,0,0
2026-08-24T14:04:55+00:00,0,0
2026-08-24T14:05:00+00:00,0,0
2026-08-24T14:05:05+00:00,0,0
2026-08-24T14:05:10+00:00,0,0
2026-08-24T14:05:16+00:00,0,0
2026-08-24T14:05:21+00:00,0,0
2026-08-24T14:05:26+00:00,0,0
2026-08-24T14:05:31+00:00,0,0
2026-08-24T14:05:36+00:00,0,0
2026-08-24T14:05:41+00:00,0,0
2026-08-24T14:05:46+00:00,0,0
2026-08-24T14:05:51+00:00,0,0
2026-08-24T14:05:56+00:00,0,1
2026-08-24T14:06:01+00:00,0,0
2026-08-24T14:06:06+00:00,0,0
2026-08-24T14:06:11+00:00,0,0
2026-08-24T14:06:17+00:00,0,0
2026-08-24T14:06:22+00:00,0,0
2026-08-24T14:06:27+00:00,0,0
2026-08-24T14:06:32+00:00,0,0
2026-08-24T14:06:37+00:00,0,0
2026-08-24T14:06:42+00:00,0,0
2026-08-24T14:06:47+00:00,0,0
2026-08-24T14:06:52+00:00,0,0
2026-08-24T14:06:57+00:00,0,0
2026-08-24T14:07:02+00:00,14,0
2026-08-24T14:07:07+00:00,0,0
2026-08-24T14:07:13+00:00,0,0
2026-08-24T14:07:18+00:00,0,0
2026-08-24T14:07:23+00:00,0,1
2026-08-24T14:07:28+00:00,0,0
2026-08-24T14:07:33+00:00,0,0
2026-08-24T14:07:38+00:00,0,0
2026-08-24T14:07:43+00:00,0,0
2026-08-24T14:07:48+00:00,0,0
2026-08-24T14:07:53+00:00,0,0
2026-08-24T14:07:58+00:00,0,0
2026-08-24T14:08:03+00:00,0,0
2026-08-24T14:08:09+00:00,0,0
2026-08-24T14:08:14+00:00,0,0
2026-08-24T14:08:19+00:00,0,1
2026-08-24T14:08:24+00:00,0,0
2026-08-24T14:08:29+00:00,0,0
2026-08-24T14:08:34+00:00,0,0
2026-08-24T14:08:39+00:00,0,0
2026-08-24T14:08:44+00:00,0,0
2026-08-24T14:08:49+00:00,0,1519
2026-08-24T14:08:54+00:00,0,0
2026-08-24T14:08:59+00:00,0,0
2026-08-24T14:09:05+00:00,0,0
2026-08-24T14:09:10+00:00,3336,363
2026-08-24T14:09:15+00:00,0,1463
2026-08-24T14:09:20+00:00,0,0
2026-08-24T14:09:25+00:00,0,0
2026-08-24T14:09:30+00:00,0,0
2026-08-24T14:09:35+00:00,0,0
2026-08-24T14:09:40+00:00,0,0
2026-08-24T14:09:45+00:00,0,0
2026-08-24T14:09:50+00:00,0,0
2026-08-24T14:09:55+00:00,0,0
2026-08-24T14:10:00+00:00,0,0
2026-08-24T14:10:06+00:00,0,0
2026-08-24T14:10:11+00:00,0,0
2026-08-24T14:10:16+00:00,0,0
2026-08-24T14:10:21+00:00,0,0
2026-08-24T14:10:26+00:00,0,0
2026-08-24T14:10:31+00:00,0,0
2026-08-24T14:10:36+00:00,0,0
2026-08-24T14:10:41+00:00,0,0
2026-08-24T14:10:46+00:00,0,0
2026-08-24T14:10:51+00:00,0,0
2026-08-24T14:10:56+00:00,0,0
2026-08-24T14:11:02+00:00,0,0
2026-08-24T14:11:07+00:00,0,0
2026-08-24T14:11:12+00:00,0,1
2026-08-24T14:11:17+00:00,0,0
2026-08-24T14:11:22+00:00,0,0
2026-08-24T14:11:27+00:00,0,0
2026-08-24T14:11:32+00:00,0,0
2026-08-24T14:11:37+00:00,0,0
2026-08-24T14:11:42+00:00,0,0
