timestamp_iso,name,cpu_pct,mem_usage,mem_pct
2026-08-17T14:32:11+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,381.72%,54.03GiB / 436.8GiB,12.37%
2026-08-17T14:32:22+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,101.24%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:32:34+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,101.29%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:32:45+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.97%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:32:58+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,101.22%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:33:09+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.91%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:33:21+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.82%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:33:32+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.57%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:33:44+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,101.23%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:33:57+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,417.06%,54.05GiB / 436.8GiB,12.38%
2026-08-17T14:34:09+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,346.57%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:34:20+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.77%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:34:32+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,395.80%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:34:43+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,402.13%,53.98GiB / 436.8GiB,12.36%
2026-08-17T14:34:55+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,385.68%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:35:07+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,431.15%,54.13GiB / 436.8GiB,12.39%
